Prevalence of obesity (both sexes) - WHO (2019),undernourishment,gdp,Year,Country_id,Disease_id
0.5,0,0,1975,1,1
0.5,0,0,1976,1,2
0.6,0,0,1977,1,3
0.6,0,0,1978,1,4
0.6,0,0,1979,1,5
0.7,0,0,1980,1,6
0.7,0,0,1981,1,7
0.8,0,0,1982,1,8
0.8,0,0,1983,1,9
0.9,0,0,1984,1,10
1,0,0,1985,1,11
1,0,0,1986,1,12
1.1,0,0,1987,1,13
1.2,0,0,1988,1,14
1.2,0,0,1989,1,15
1.3,0,0,1990,1,16
1.4,0,0,1991,1,17
1.5,0,0,1992,1,18
1.5,0,0,1993,1,19
1.6,0,0,1994,1,20
1.7,0,0,1995,1,21
1.8,0,0,1996,1,22
1.9,0,0,1997,1,23
2.1,0,0,1998,1,24
2.2,0,0,1999,1,25
2.3,0,0,2000,1,26
2.4,47.8,0,2001,1,27
2.6,45.7,1063.635574,2002,1,28
2.7,40.7,1099.194507,2003,1,29
2.9,38.1,1062.24936,2004,1,30
3,36.2,1136.123214,2005,1,31
3.2,33.5,1161.124889,2006,1,32
3.4,30,1284.775213,2007,1,33
3.6,26.4,1298.143159,2008,1,34
3.8,24.9,1531.173993,2009,1,35
4,24.1,1614.255001,2010,1,36
4.2,25,1660.739856,2011,1,37
4.4,27.2,1839.273579,2012,1,38
4.7,26.5,1848.700026,2013,1,39
4.9,26.4,1838.960244,2014,1,40
5.2,25.8,1809.016488,2015,1,41
5.5,27.5,1802.695565,2016,1,42
2,0,0,1975,2,43
2.1,0,0,1976,2,44
2.2,0,0,1977,2,45
2.3,0,0,1978,2,46
2.3,0,0,1979,2,47
2.5,0,0,1980,2,48
2.6,0,0,1981,2,49
2.7,0,0,1982,2,50
2.8,0,0,1983,2,51
2.9,0,0,1984,2,52
3.1,0,0,1985,2,53
3.2,0,0,1986,2,54
3.4,0,0,1987,2,55
3.5,0,0,1988,2,56
3.7,0,0,1989,2,57
3.9,0,0,1990,2,58
4,0,0,1991,2,59
4.2,0,0,1992,2,60
4.4,0,0,1993,2,61
4.6,0,0,1994,2,62
4.8,0,0,1995,2,63
5.1,0,0,1996,2,64
5.3,0,0,1997,2,65
5.5,0,0,1998,2,66
5.8,0,0,1999,2,67
6,0,0,2000,2,68
6.2,23.8,0,2001,2,69
6.5,23.4,0,2002,2,70
6.7,23.2,0,2003,2,71
7,22.4,0,2004,2,72
7.3,21.4,0,2005,2,73
7.6,20.6,0,2006,2,74
7.8,20.1,0,2007,2,75
8.1,19.7,0,2008,2,76
8.4,19.3,0,2009,2,77
8.7,18.8,0,2010,2,78
9,18.4,0,2011,2,79
9.3,18.1,0,2012,2,80
9.6,17.9,0,2013,2,81
9.9,18,0,2014,2,82
10.3,18.2,0,2015,2,83
10.6,18.5,0,2016,2,84
6.5,0,0,1975,3,85
6.7,0,0,1976,3,86
6.8,0,0,1977,3,87
7,0,0,1978,3,88
7.2,0,0,1979,3,89
7.4,0,0,1980,3,90
7.6,0,0,1981,3,91
7.8,0,0,1982,3,92
8,0,0,1983,3,93
8.3,0,0,1984,3,94
8.5,0,0,1985,3,95
8.7,0,0,1986,3,96
9,0,0,1987,3,97
9.3,0,0,1988,3,98
9.5,0,0,1989,3,99
9.8,0,4722.838166,1990,3,100
10.1,0,3345.504049,1991,3,101
10.4,0,3123.512503,1992,3,102
10.7,0,3444.321792,1993,3,103
11,0,3753.169904,1994,3,104
11.3,0,4278.689663,1995,3,105
11.7,0,4697.153233,1996,3,106
12,0,4214.358153,1997,3,107
12.4,0,4623.026401,1998,3,108
12.8,0,5280.527867,1999,3,109
13.2,0,5668.574777,2000,3,110
13.6,5,6176.370678,2001,3,111
14,6.1,6457.050021,2002,3,112
14.5,7.5,6855.448876,2003,3,113
14.9,8.7,7277.214908,2004,3,114
15.4,8.9,7733.006933,2005,3,115
16,8.8,8204.588246,2006,3,116
16.5,8.3,8754.569513,2007,3,117
17,7.3,9153.788206,2008,3,118
17.6,6,9524.649303,2009,3,119
18.2,5,9927.181841,2010,3,120
18.8,4.1,10207.7647,2011,3,121
19.3,3.5,10369.82338,2012,3,122
19.9,3.9,10492.80628,2013,3,123
20.5,4.5,10701.12079,2014,3,124
21.1,4.9,10970.45224,2015,3,125
21.7,4.5,11356.34133,2016,3,126
6.9,0,0,1975,4,127
7.2,0,0,1976,4,128
7.4,0,0,1977,4,129
7.7,0,0,1978,4,130
8,0,0,1979,4,131
8.3,0,0,1980,4,132
8.6,0,0,1981,4,133
9,0,0,1982,4,134
9.4,0,0,1983,4,135
9.7,0,0,1984,4,136
10.2,0,0,1985,4,137
10.6,0,0,1986,4,138
11,0,0,1987,4,139
11.5,0,0,1988,4,140
11.9,0,0,1989,4,141
12.4,0,10236.84066,1990,4,142
12.8,0,9869.48837,1991,4,143
13.3,0,9815.463823,1992,4,144
13.8,0,9400.054424,1993,4,145
14.3,0,9126.271624,1994,4,146
14.8,0,9295.420114,1995,4,147
15.3,0,9509.687657,1996,4,148
15.8,0,9461.355117,1997,4,149
16.3,0,9796.739936,1998,4,150
16.8,0,9968.967712,1999,4,151
17.4,0,10211.00186,2000,4,152
17.9,8,10382.18684,2001,4,153
18.5,7.4,10826.48765,2002,4,154
19.1,7,11459.89356,2003,4,155
19.6,7,11797.18485,2004,4,156
20.2,6.7,12322.48426,2005,4,157
20.8,6.4,12348.48121,2006,4,158
21.4,6,12570.6547,2007,4,159
22,5.6,12660.40324,2008,4,160
22.7,5.2,12647.5403,2009,4,161
23.3,4.5,12870.6027,2010,4,162
24,4,12990.34502,2011,4,163
24.7,3.5,13161.96167,2012,4,164
25.3,3.3,13253.61548,2013,4,165
26,3.3,13483.33786,2014,4,166
26.7,3.2,13724.72385,2015,4,167
27.4,3.2,13921.18002,2016,4,168
9.5,0,0,1975,5,169
9.8,0,0,1976,5,170
10.1,0,0,1977,5,171
10.5,0,0,1978,5,172
10.8,0,0,1979,5,173
11.1,0,0,1980,5,174
11.5,0,0,1981,5,175
11.8,0,0,1982,5,176
12.2,0,0,1983,5,177
12.6,0,0,1984,5,178
13,0,0,1985,5,179
13.4,0,0,1986,5,180
13.8,0,0,1987,5,181
14.3,0,0,1988,5,182
14.7,0,0,1989,5,183
15.1,0,0,1990,5,184
15.6,0,0,1991,5,185
16.1,0,0,1992,5,186
16.6,0,0,1993,5,187
17.1,0,0,1994,5,188
17.6,0,0,1995,5,189
18.1,0,0,1996,5,190
18.6,0,0,1997,5,191
19.2,0,0,1998,5,192
19.7,0,0,1999,5,193
20.2,0,0,2000,5,194
20.8,0,0,2001,5,195
21.3,0,0,2002,5,196
21.8,0,0,2003,5,197
22.3,0,0,2004,5,198
22.8,0,0,2005,5,199
23.4,0,0,2006,5,200
23.9,0,0,2007,5,201
24.4,0,0,2008,5,202
24.9,0,0,2009,5,203
25.4,0,0,2010,5,204
25.9,0,0,2011,5,205
26.4,0,0,2012,5,206
27,0,0,2013,5,207
27.5,0,0,2014,5,208
28,0,0,2015,5,209
28.6,0,0,2016,5,210
12.9,0,0,1975,6,211
13.5,0,0,1976,6,212
14,0,0,1977,6,213
14.5,0,0,1978,6,214
15,0,0,1979,6,215
15.5,0,0,1980,6,216
16,0,0,1981,6,217
16.5,0,0,1982,6,218
16.9,0,0,1983,6,219
17.4,0,0,1984,6,220
17.8,0,0,1985,6,221
18.2,0,0,1986,6,222
18.6,0,0,1987,6,223
19,0,0,1988,6,224
19.3,0,0,1989,6,225
19.6,0,0,1990,6,226
19.9,0,0,1991,6,227
20.2,0,0,1992,6,228
20.4,0,0,1993,6,229
20.7,0,0,1994,6,230
21,0,0,1995,6,231
21.2,0,0,1996,6,232
21.5,0,0,1997,6,233
21.7,0,0,1998,6,234
22,0,0,1999,6,235
22.2,0,0,2000,6,236
22.5,0,0,2001,6,237
22.7,0,0,2002,6,238
22.9,0,0,2003,6,239
23.2,0,0,2004,6,240
23.4,0,0,2005,6,241
23.6,0,0,2006,6,242
23.8,0,0,2007,6,243
24,0,0,2008,6,244
24.2,0,0,2009,6,245
24.4,0,0,2010,6,246
24.6,0,0,2011,6,247
24.8,0,0,2012,6,248
25,0,0,2013,6,249
25.2,0,0,2014,6,250
25.4,0,0,2015,6,251
25.6,0,0,2016,6,252
0.8,0,0,1975,7,253
0.9,0,0,1976,7,254
0.9,0,0,1977,7,255
1,0,0,1978,7,256
1.1,0,0,1979,7,257
1.1,0,0,1980,7,258
1.2,0,0,1981,7,259
1.3,0,0,1982,7,260
1.3,0,0,1983,7,261
1.4,0,0,1984,7,262
1.5,0,0,1985,7,263
1.6,0,0,1986,7,264
1.7,0,0,1987,7,265
1.8,0,0,1988,7,266
1.9,0,0,1989,7,267
2,0,3430.798427,1990,7,268
2.2,0,3359.374794,1991,7,269
2.3,0,3062.042696,1992,7,270
2.4,0,2252.051608,1993,7,271
2.6,0,2210.066786,1994,7,272
2.7,0,2465.396619,1995,7,273
2.9,0,2720.521329,1996,7,274
3.1,0,2839.758717,1997,7,275
3.2,0,2893.334472,1998,7,276
3.4,0,2873.883924,1999,7,277
3.6,0,2873.19301,2000,7,278
3.8,67.5,2898.428095,2001,7,279
4.1,63.2,3184.020736,2002,7,280
4.3,58.7,3213.676654,2003,7,281
4.5,55.1,3418.325291,2004,7,282
4.8,52.2,3987.814936,2005,7,283
5,49.4,4578.827718,2006,7,284
5.3,46.2,5443.117933,2007,7,285
5.6,43,5978.323249,2008,7,286
5.9,40.3,5908.042248,2009,7,287
6.2,37.9,5897.682841,2010,7,288
6.5,37,5911.254092,2011,7,289
6.8,35.4,5999.902106,2012,7,290
7.1,29.2,6188.003756,2013,7,291
7.5,23.1,6257.152874,2014,7,292
7.9,19,6227.664689,2015,7,293
8.2,19.5,5972.451513,2016,7,294
5.6,0,0,1975,8,295
5.8,0,0,1976,8,296
6,0,0,1977,8,297
6.2,0,0,1978,8,298
6.4,0,0,1979,8,299
6.6,0,0,1980,8,300
6.9,0,0,1981,8,301
7.1,0,0,1982,8,302
7.4,0,0,1983,8,303
7.6,0,0,1984,8,304
7.9,0,0,1985,8,305
8.2,0,0,1986,8,306
8.5,0,0,1987,8,307
8.8,0,0,1988,8,308
9.1,0,0,1989,8,309
9.4,0,16381.01836,1990,8,310
9.8,0,16585.67152,1991,8,311
10.1,0,16503.1721,1992,8,312
10.4,0,16999.17681,1993,8,313
10.7,0,17683.75102,1994,8,314
11,0,16476.33328,1995,8,315
11.3,0,17097.97588,1996,8,316
11.7,0,17543.73153,1997,8,317
12,0,17887.80757,1998,8,318
12.3,0,18102.20309,1999,8,319
12.7,0,18908.49435,2000,8,320
13,0,17660.52221,2001,8,321
13.3,0,17591.34049,2002,8,322
13.7,0,18437.50857,2003,8,323
14,0,19282.23008,2004,8,324
14.4,0,20289.71087,2005,8,325
14.7,0,22606.84091,2006,8,326
15.1,0,24408.18152,2007,8,327
15.5,0,24111.37708,2008,8,328
15.9,0,20942.30118,2009,8,329
16.2,0,19212.72013,2010,8,330
16.7,0,18605.31675,2011,8,331
17.1,0,19047.20024,2012,8,332
17.5,0,18823.75445,2013,8,333
18,0,19573.83412,2014,8,334
18.4,0,20154.94749,2015,8,335
18.9,0,21013.01763,2016,8,336
11.2,0,0,1975,9,337
11.5,0,0,1976,9,338
11.8,0,0,1977,9,339
12.1,0,0,1978,9,340
12.5,0,0,1979,9,341
12.8,0,0,1980,9,342
13.1,0,0,1981,9,343
13.5,0,0,1982,9,344
13.8,0,0,1983,9,345
14.2,0,0,1984,9,346
14.6,0,0,1985,9,347
15,0,0,1986,9,348
15.4,0,0,1987,9,349
15.8,0,0,1988,9,350
16.2,0,0,1989,9,351
16.6,0,10815.71512,1990,9,352
17,0,12015.6271,1991,9,353
17.4,0,13266.05286,1992,9,354
17.8,0,13861.94618,1993,9,355
18.2,0,14481.1082,1994,9,356
18.6,0,13893.52266,1995,9,357
19.1,0,14485.50768,1996,9,358
19.5,0,15479.37913,1997,9,359
19.9,0,15894.55805,1998,9,360
20.3,0,15186.1302,1999,9,361
20.7,0,14899.87005,2000,9,362
21.2,3.1,14085.57518,2001,9,363
21.6,3.9,12412.60599,2002,9,364
22.1,4.5,13361.40004,2003,9,365
22.5,4.1,14410.15052,2004,9,366
23,3.8,15518.67851,2005,9,367
23.4,3.4,16592.26489,2006,9,368
23.9,3.3,17900.70634,2007,9,369
24.4,3.4,18436.86247,2008,9,370
24.8,3.4,17168.37894,2009,9,371
25.3,3.4,18712.06308,2010,9,372
25.8,3.3,19629.35185,2011,9,373
26.3,3.2,19224.8744,2012,9,374
26.8,2.8,19482.1903,2013,9,375
27.3,<2.5,18797.54795,2014,9,376
27.8,2.6,19116.90791,2015,9,377
28.3,2.9,18584.58,2016,9,378
7.3,0,0,1975,10,379
7.6,0,0,1976,10,380
7.9,0,0,1977,10,381
8.1,0,0,1978,10,382
8.4,0,0,1979,10,383
8.7,0,0,1980,10,384
9,0,0,1981,10,385
9.3,0,0,1982,10,386
9.5,0,0,1983,10,387
9.8,0,0,1984,10,388
10.1,0,0,1985,10,389
10.3,0,0,1986,10,390
10.6,0,0,1987,10,391
10.9,0,0,1988,10,392
11.2,0,0,1989,10,393
11.4,0,3742.437371,1990,10,394
11.7,0,3335.601899,1991,10,395
12,0,1976.529237,1992,10,396
12.3,0,1845.319707,1993,10,397
12.5,0,1992.019485,1994,10,398
12.8,0,2173.36283,1995,10,399
13.1,0,2336.516562,1996,10,400
13.3,0,2441.181834,1997,10,401
13.6,0,2639.949318,1998,10,402
13.9,0,2744.430205,1999,10,403
14.2,0,2924.74738,2000,10,404
14.4,26.2,3224.141275,2001,10,405
14.7,24.5,3669.44339,2002,10,406
15,21.1,4206.975118,2003,10,407
15.4,16,4673.984726,2004,10,408
15.7,12.3,5356.614424,2005,10,409
16,9.4,6110.226191,2006,10,410
16.4,7,7010.627056,2007,10,411
16.7,5.7,7558.361648,2008,10,412
17.1,4.7,6532.964231,2009,10,413
17.5,4.4,6702.848006,2010,10,414
17.9,4.1,7022.103943,2011,10,415
18.3,3.6,7511.132482,2012,10,416
18.8,3.3,7727.929092,2013,10,417
19.2,2.9,7971.117928,2014,10,418
19.7,2.7,8195.93365,2015,10,419
20.2,2.8,8190.239289,2016,10,420
10.5,0,0,1975,11,421
10.8,0,0,1976,11,422
11,0,0,1977,11,423
11.3,0,0,1978,11,424
11.6,0,0,1979,11,425
11.9,0,0,1980,11,426
12.2,0,0,1981,11,427
12.5,0,0,1982,11,428
12.8,0,0,1983,11,429
13.1,0,0,1984,11,430
13.5,0,0,1985,11,431
13.8,0,0,1986,11,432
14.2,0,0,1987,11,433
14.5,0,0,1988,11,434
14.9,0,0,1989,11,435
15.3,0,28658.36589,1990,11,436
15.7,0,28185.7529,1991,11,437
16.2,0,27969.06612,1992,11,438
16.6,0,28815.46298,1993,11,439
17.1,0,29646.41927,1994,11,440
17.6,0,30412.07805,1995,11,441
18.1,0,31179.30787,1996,11,442
18.6,0,32055.38506,1997,11,443
19.1,0,33174.90765,1998,11,444
19.7,0,34443.86618,1999,11,445
20.2,0,35377.72955,2000,11,446
20.7,<2.5,35578.64207,2001,11,447
21.3,<2.5,36553.96461,2002,11,448
21.8,<2.5,37183.68457,2003,11,449
22.4,<2.5,38225.69371,2004,11,450
22.9,<2.5,38928.04076,2005,11,451
23.5,<2.5,39445.13292,2006,11,452
24,<2.5,40680.18963,2007,11,453
24.6,<2.5,41331.52797,2008,11,454
25.1,<2.5,41266.86638,2009,11,455
25.6,<2.5,41464.04007,2010,11,456
26.2,<2.5,41894.17305,2011,11,457
26.7,<2.5,42754.45629,2012,11,458
27.3,<2.5,43118.08613,2013,11,459
27.9,<2.5,43547.19748,2014,11,460
28.4,<2.5,43923.25827,2015,11,461
29,<2.5,44493.48089,2016,11,462
7.2,0,0,1975,12,463
7.3,0,0,1976,12,464
7.5,0,0,1977,12,465
7.7,0,0,1978,12,466
7.9,0,0,1979,12,467
8.1,0,0,1980,12,468
8.3,0,0,1981,12,469
8.6,0,0,1982,12,470
8.8,0,0,1983,12,471
9,0,0,1984,12,472
9.3,0,0,1985,12,473
9.6,0,0,1986,12,474
9.8,0,0,1987,12,475
10.1,0,0,1988,12,476
10.4,0,0,1989,12,477
10.7,0,31341.90238,1990,12,478
11,0,32098.49154,1991,12,479
11.3,0,32411.80246,1992,12,480
11.6,0,32314.97087,1993,12,481
11.9,0,32964.10161,1994,12,482
12.3,0,33791.80147,1995,12,483
12.6,0,34539.08559,1996,12,484
12.9,0,35222.25938,1997,12,485
13.3,0,36443.70926,1998,12,486
13.6,0,37666.41162,1999,12,487
14,0,38844.40471,2000,12,488
14.3,<2.5,39186.337,2001,12,489
14.7,<2.5,39638.02687,2002,12,490
15,<2.5,39816.77412,2003,12,491
15.4,<2.5,40652.8107,2004,12,492
15.8,<2.5,41282.87999,2005,12,493
16.1,<2.5,42498.00733,2006,12,494
16.5,<2.5,43939.42529,2007,12,495
16.9,<2.5,44441.78853,2008,12,496
17.3,<2.5,42656.85416,2009,12,497
17.6,<2.5,43336.19785,2010,12,498
18,<2.5,44452.73275,2011,12,499
18.4,<2.5,44551.61757,2012,12,500
18.8,<2.5,44301.10403,2013,12,501
19.2,<2.5,44320.50201,2014,12,502
19.7,<2.5,44304.96776,2015,12,503
20.1,<2.5,44464.35027,2016,12,504
6.4,0,0,1975,13,505
6.6,0,0,1976,13,506
6.8,0,0,1977,13,507
7,0,0,1978,13,508
7.2,0,0,1979,13,509
7.4,0,0,1980,13,510
7.7,0,0,1981,13,511
7.9,0,0,1982,13,512
8.1,0,0,1983,13,513
8.4,0,0,1984,13,514
8.6,0,0,1985,13,515
8.8,0,0,1986,13,516
9.1,0,0,1987,13,517
9.3,0,0,1988,13,518
9.6,0,0,1989,13,519
9.8,0,8513.310693,1990,13,520
10.1,0,8323.499345,1991,13,521
10.4,0,6345.517,1992,13,522
10.6,0,4806.132702,1993,13,523
10.9,0,3807.507907,1994,13,524
11.1,0,3319.767349,1995,13,525
11.4,0,3329.134804,1996,13,526
11.7,0,3488.410025,1997,13,527
11.9,0,3801.002521,1998,13,528
12.2,0,4046.607467,1999,13,529
12.5,0,4458.998423,2000,13,530
12.8,17.1,4862.619031,2001,13,531
13.2,13.5,5338.076318,2002,13,532
13.5,10.5,5891.137108,2003,13,533
13.9,7.5,6435.448129,2004,13,534
14.3,4.8,8051.674838,2005,13,535
14.8,2.9,10711.18227,2006,13,536
15.2,<2.5,13243.21286,2007,13,537
15.7,<2.5,14364.99423,2008,13,538
16.2,<2.5,15393.89329,2009,13,539
16.6,<2.5,15950.25746,2010,13,540
17.2,<2.5,15754.15236,2011,13,541
17.7,<2.5,15888.218,2012,13,542
18.2,<2.5,16593.18876,2013,13,543
18.8,<2.5,16715.10552,2014,13,544
19.3,<2.5,16698.86365,2015,13,545
19.9,<2.5,16001.3234,2016,13,546
12,0,0,1975,14,547
12.4,0,0,1976,14,548
12.8,0,0,1977,14,549
13.2,0,0,1978,14,550
13.6,0,0,1979,14,551
14.1,0,0,1980,14,552
14.5,0,0,1981,14,553
15,0,0,1982,14,554
15.5,0,0,1983,14,555
16,0,0,1984,14,556
16.5,0,0,1985,14,557
17,0,0,1986,14,558
17.5,0,0,1987,14,559
18,0,0,1988,14,560
18.5,0,0,1989,14,561
19,0,30991.96834,1990,14,562
19.5,0,29152.3357,1991,14,563
20,0,27508.44509,1992,14,564
20.5,0,27081.17517,1993,14,565
21,0,27455.03355,1994,14,566
21.4,0,28221.96697,1995,14,567
21.9,0,29036.65599,1996,14,568
22.4,0,29307.06201,1997,14,569
22.9,0,30362.39197,1998,14,570
23.4,0,32142.34177,1999,14,571
23.9,0,32990.76145,2000,14,572
24.3,0,33271.18322,2001,14,573
24.8,0,33505.41317,2002,14,574
25.3,0,32391.31379,2003,14,575
25.7,0,31990.34987,2004,14,576
26.2,0,32401.13972,2005,14,577
26.6,0,32565.70703,2006,14,578
27.1,0,32409.68704,2007,14,579
27.6,0,31080.15801,2008,14,580
28.1,0,29263.80325,2009,14,581
28.5,0,29221.99118,2010,14,582
29,0,28941.02823,2011,14,583
29.5,0,29395.61972,2012,14,584
30,0,28871.35826,2013,14,585
30.5,0,28456.81653,2014,14,586
31,0,28407.12582,2015,14,587
31.6,0,27613.51794,2016,14,588
14.2,0,0,1975,15,589
14.4,0,0,1976,15,590
14.6,0,0,1977,15,591
14.8,0,0,1978,15,592
15.1,0,0,1979,15,593
15.4,0,0,1980,15,594
15.7,0,0,1981,15,595
16.1,0,0,1982,15,596
16.5,0,0,1983,15,597
16.9,0,0,1984,15,598
17.3,0,0,1985,15,599
17.7,0,0,1986,15,600
18,0,0,1987,15,601
18.4,0,0,1988,15,602
18.7,0,0,1989,15,603
19.1,0,35113.33294,1990,15,604
19.4,0,37996.64308,1991,15,605
19.8,0,39506.17879,1992,15,606
20.2,0,43499.08919,1993,15,607
20.6,0,42334.37561,1994,15,608
21,0,42896.71425,1995,15,609
21.3,0,43504.5116,1996,15,610
21.7,0,43624.15943,1997,15,611
22.1,0,44315.45925,1998,15,612
22.5,0,44562.3398,1999,15,613
22.9,0,44942.36902,2000,15,614
23.3,0,43887.07119,2001,15,615
23.6,0,43147.49638,2002,15,616
24,0,43187.49918,2003,15,617
24.4,0,43355.30565,2004,15,618
24.7,0,43201.80669,2005,15,619
25,0,42673.08063,2006,15,620
25.4,0,42755.4262,2007,15,621
25.8,0,42218.14849,2008,15,622
26.2,0,40717.18041,2009,15,623
26.6,0,40570.53569,2010,15,624
27.1,0,40164.58274,2011,15,625
27.6,0,40960.33318,2012,15,626
28.2,0,42680.20134,2013,15,627
28.8,0,43837.34406,2014,15,628
29.3,0,43926.47404,2015,15,629
29.8,0,43642.97257,2016,15,630
0.2,0,0,1975,16,631
0.2,0,0,1976,16,632
0.3,0,0,1977,16,633
0.3,0,0,1978,16,634
0.3,0,0,1979,16,635
0.3,0,0,1980,16,636
0.4,0,0,1981,16,637
0.4,0,0,1982,16,638
0.4,0,0,1983,16,639
0.4,0,0,1984,16,640
0.5,0,0,1985,16,641
0.5,0,0,1986,16,642
0.6,0,0,1987,16,643
0.6,0,0,1988,16,644
0.6,0,0,1989,16,645
0.7,0,1287.933664,1990,16,646
0.7,0,1301.699659,1991,16,647
0.8,0,1341.763341,1992,16,648
0.8,0,1374.418906,1993,16,649
0.9,0,1397.318619,1994,16,650
1,0,1437.639731,1995,16,651
1,0,1470.907452,1996,16,652
1.1,0,1504.87169,1997,16,653
1.2,0,1550.318035,1998,16,654
1.2,0,1590.251667,1999,16,655
1.3,0,1641.958768,2000,16,656
1.4,16,1692.829119,2001,16,657
1.5,15.2,1725.632005,2002,16,658
1.6,15,1775.978154,2003,16,659
1.7,14.5,1838.76198,2004,16,660
1.8,14.3,1929.938743,2005,16,661
1.9,13.9,2031.271293,2006,16,662
2,14,2148.473993,2007,16,663
2.2,13.7,2252.168733,2008,16,664
2.3,13.9,2339.865769,2009,16,665
2.5,13.8,2442.728888,2010,16,666
2.6,13.9,2570.850145,2011,16,667
2.8,13.8,2706.586745,2012,16,668
3,14.2,2835.76662,2013,16,669
3.2,14.5,2973.041565,2014,16,670
3.4,14.9,3132.56754,2015,16,671
3.6,14.1,3319.352805,2016,16,672
7.7,0,0,1975,17,673
8,0,0,1976,17,674
8.3,0,0,1977,17,675
8.6,0,0,1978,17,676
8.9,0,0,1979,17,677
9.3,0,0,1980,17,678
9.6,0,0,1981,17,679
9.8,0,0,1982,17,680
10.1,0,0,1983,17,681
10.3,0,0,1984,17,682
10.5,0,0,1985,17,683
10.8,0,0,1986,17,684
11,0,0,1987,17,685
11.2,0,0,1988,17,686
11.4,0,0,1989,17,687
11.6,0,14434.32932,1990,17,688
11.9,0,13823.55535,1991,17,689
12.1,0,12811.33465,1992,17,690
12.4,0,12920.47211,1993,17,691
12.7,0,13364.41105,1994,17,692
13.1,0,13583.13204,1995,17,693
13.4,0,14074.24177,1996,17,694
13.8,0,14680.36416,1997,17,695
14.2,0,15166.43871,1998,17,696
14.7,0,15172.06715,1999,17,697
15.1,0,15467.82067,2000,17,698
15.6,6.5,15049.85619,2001,17,699
16,6.3,15125.94201,2002,17,700
16.5,6.7,15414.42461,2003,17,701
17,6.2,15582.55022,2004,17,702
17.4,6.2,16151.55849,2005,17,703
17.9,5.3,17008.26325,2006,17,704
18.4,5.4,17244.75307,2007,17,705
18.9,4.9,17189.23225,2008,17,706
19.4,4.9,16433.45664,2009,17,707
19.8,4.8,16417.96245,2010,17,708
20.4,4.8,16472.0832,2011,17,709
20.9,4.5,16463.765,2012,17,710
21.4,4.5,16409.91709,2013,17,711
22,4.4,16359.19074,2014,17,712
22.5,4.5,16458.10353,2015,17,713
23.1,4.6,16741.37976,2016,17,714
9.9,0,0,1975,18,715
10.2,0,0,1976,18,716
10.6,0,0,1977,18,717
11,0,0,1978,18,718
11.3,0,0,1979,18,719
11.7,0,0,1980,18,720
12.1,0,0,1981,18,721
12.5,0,0,1982,18,722
12.9,0,0,1983,18,723
13.3,0,0,1984,18,724
13.7,0,0,1985,18,725
14.1,0,0,1986,18,726
14.4,0,0,1987,18,727
14.8,0,0,1988,18,728
15.2,0,0,1989,18,729
15.6,0,8353.906165,1990,18,730
15.9,0,8249.611365,1991,18,731
16.3,0,7441.588638,1992,18,732
16.6,0,6860.582044,1993,18,733
16.9,0,6065.001789,1994,18,734
17.2,0,5451.833288,1995,18,735
17.5,0,5623.240042,1996,18,736
17.9,0,6290.914649,1997,18,737
18.2,0,6851.859525,1998,18,738
18.5,0,7114.684723,1999,18,739
18.8,0,7562.883999,2000,18,740
19.1,<2.5,7960.986055,2001,18,741
19.5,2.8,8416.042566,2002,18,742
19.8,3.3,9072.066185,2003,18,743
20.2,3.3,10180.00299,2004,18,744
20.5,<2.5,11213.2496,2005,18,745
20.9,<2.5,12410.32978,2006,18,746
21.2,<2.5,13539.60277,2007,18,747
21.6,<2.5,14972.26946,2008,18,748
21.9,<2.5,15035.69965,2009,18,749
22.3,<2.5,16235.17145,2010,18,750
22.7,<2.5,17166.69564,2011,18,751
23,<2.5,17479.9294,2012,18,752
23.4,<2.5,17656.11934,2013,18,753
23.7,<2.5,17944.20985,2014,18,754
24.1,<2.5,17229.55519,2015,18,755
24.5,<2.5,16773.19355,2016,18,756
10.5,0,0,1975,19,757
10.7,0,0,1976,19,758
10.9,0,0,1977,19,759
11.1,0,0,1978,19,760
11.4,0,0,1979,19,761
11.6,0,0,1980,19,762
11.8,0,0,1981,19,763
12,0,0,1982,19,764
12.3,0,0,1983,19,765
12.5,0,0,1984,19,766
12.7,0,0,1985,19,767
13,0,0,1986,19,768
13.2,0,0,1987,19,769
13.5,0,0,1988,19,770
13.8,0,0,1989,19,771
14,0,30647.82135,1990,19,772
14.3,0,31093.86107,1991,19,773
14.6,0,31441.97729,1992,19,774
14.9,0,31018.13959,1993,19,775
15.2,0,31920.55613,1994,19,776
15.5,0,32613.40784,1995,19,777
15.8,0,33068.39538,1996,19,778
16.1,0,34212.48829,1997,19,779
16.4,0,34813.86215,1998,19,780
16.7,0,35971.85042,1999,19,781
17,0,37188.64369,2000,19,782
17.3,<2.5,37361.71844,2001,19,783
17.6,<2.5,37856.86471,2002,19,784
17.9,<2.5,37990.71331,2003,19,785
18.2,<2.5,39201.52716,2004,19,786
18.5,<2.5,39802.97227,2005,19,787
18.9,<2.5,40532.27304,2006,19,788
19.2,<2.5,41623.44174,2007,19,789
19.5,<2.5,41619.34008,2008,19,790
19.8,<2.5,40355.57312,2009,19,791
20.1,<2.5,41085.91894,2010,19,792
20.4,<2.5,41248.72534,2011,19,793
20.7,<2.5,41046.48119,2012,19,794
21,<2.5,40928.13661,2013,19,795
21.4,<2.5,41360.39558,2014,19,796
21.7,<2.5,41708.21234,2015,19,797
22.1,<2.5,42083.6443,2016,19,798
